timestamp,soil_moisture_pct,temperature_c,humidity_pct,growth_stage
02/05/2026 22:00,78.2,20.2,74.7,seed
02/05/2026 23:00,78.7,19.3,80.1,seed
03/05/2026 00:00,76.5,18.9,78.4,seed
03/05/2026 01:00,77.8,18.6,76.3,seed
03/05/2026 02:00,77.8,20.3,77.5,seed
03/05/2026 03:00,77,19.6,79.3,seed
03/05/2026 04:00,78.4,21,75.8,seed
03/05/2026 05:00,77.2,21.8,76.9,seed
03/05/2026 06:00,76.9,23.1,69.5,seed
03/05/2026 07:00,85.5,23.9,72.4,seed
03/05/2026 08:00,84.5,25,69.9,seed
03/05/2026 09:00,83.4,26,68.7,seed
03/05/2026 10:00,83.3,26.5,64.9,seed
03/05/2026 11:00,84.6,27,62.6,seed
03/05/2026 12:00,83.9,27.1,63.9,seed
03/05/2026 13:00,82.7,26.9,65.7,seed
03/05/2026 14:00,83.5,26.8,66.5,seed
03/05/2026 15:00,83.4,26.2,64.9,seed
03/05/2026 16:00,82.1,25.3,65.9,seed
03/05/2026 17:00,81.4,23.3,69.2,seed
03/05/2026 18:00,82.5,23,74,seed
03/05/2026 19:00,81.8,22,75.4,seed
03/05/2026 20:00,81.8,20.2,80,seed
03/05/2026 21:00,81.3,21,76.1,seed
03/05/2026 22:00,80.6,19.9,77.8,seed
03/05/2026 23:00,80.6,19,79.5,seed
04/05/2026 00:00,80.8,18.3,80.1,seed
04/05/2026 01:00,79.9,19.3,77.6,seed
04/05/2026 02:00,79.7,19,79.4,seed
04/05/2026 03:00,81.3,20.1,78.2,seed
04/05/2026 04:00,78.6,21.5,76.9,seed
04/05/2026 05:00,80,21.4,78.2,seed
04/05/2026 06:00,78.1,23.1,74.2,seed
04/05/2026 07:00,87.5,23.9,71.8,seed
04/05/2026 08:00,86.9,24.3,67.9,seed
04/05/2026 09:00,87,25.8,65.5,seed
04/05/2026 10:00,87.6,27.1,63.6,seed
04/05/2026 11:00,86.3,26.9,64.8,seed
04/05/2026 12:00,86.4,26.8,66.5,seed
04/05/2026 13:00,85.8,27.2,62.2,seed
04/05/2026 14:00,83.5,26.4,62.9,seed
04/05/2026 15:00,84.1,25.6,66,seed
04/05/2026 16:00,84,26,63.6,seed
04/05/2026 17:00,85.4,23.6,71.4,seed
04/05/2026 18:00,84.5,22.8,75.5,seed
04/05/2026 19:00,83.4,21.7,73.4,seed
04/05/2026 20:00,84,20.1,80.8,seed
04/05/2026 21:00,82.7,20.7,76.4,seed
04/05/2026 22:00,82.5,20.1,78.6,seed
04/05/2026 23:00,83.6,19.4,79.4,seed
05/05/2026 00:00,82.4,18.9,79.2,seed
05/05/2026 01:00,82.5,19.1,79.7,seed
05/05/2026 02:00,82.4,19.9,78.8,seed
05/05/2026 03:00,83.7,19.5,79.2,seed
05/05/2026 04:00,80.8,21.3,77.5,seed
05/05/2026 05:00,82.5,22.2,73.8,seed
05/05/2026 06:00,82.9,23.1,71.9,seed
05/05/2026 07:00,87.3,24,68,seed
05/05/2026 08:00,88.2,25.5,66,seed
05/05/2026 09:00,87.6,26.4,65.3,seed
05/05/2026 10:00,86.1,26.6,63.4,seed
05/05/2026 11:00,85.9,27,69.9,seed
05/05/2026 12:00,87.1,26.8,62.1,seed
05/05/2026 13:00,87.3,26.6,64.8,seed
05/05/2026 14:00,85.8,26.8,65.8,seed
05/05/2026 15:00,85.5,25.9,60.9,seed
05/05/2026 16:00,85.4,25.6,63,seed
05/05/2026 17:00,85.3,24.1,71,seed
05/05/2026 18:00,83.6,23.3,69.3,seed
05/05/2026 19:00,84.2,21.7,74.3,seed
05/05/2026 20:00,83.4,21,76.8,seed
05/05/2026 21:00,83.9,20.7,79.5,seed
05/05/2026 22:00,83.6,18.9,80.2,seed
05/05/2026 23:00,83.7,19.7,78.2,seed
06/05/2026 00:00,83.8,19,79.6,germinating
06/05/2026 01:00,83.1,18.8,80.8,germinating
06/05/2026 02:00,81.8,19.4,81.3,germinating
06/05/2026 03:00,84.5,20.9,81.1,germinating
06/05/2026 04:00,82.1,21.7,77.4,germinating
06/05/2026 05:00,81.9,22.2,74.2,germinating
06/05/2026 06:00,82.6,23.2,73.2,germinating
06/05/2026 07:00,90.7,24,69.8,germinating
06/05/2026 08:00,88.3,25.1,63.8,germinating
06/05/2026 09:00,88.4,25.8,68.8,germinating
06/05/2026 10:00,88.4,26.4,66.6,germinating
06/05/2026 11:00,90.1,27,61.1,germinating
06/05/2026 12:00,89.1,27.2,57.5,germinating
06/05/2026 13:00,88.5,27,63.2,germinating
06/05/2026 14:00,87.3,26.3,65.5,germinating
06/05/2026 15:00,88.8,25.6,68.2,germinating
06/05/2026 16:00,88.5,24.4,72.8,germinating
06/05/2026 17:00,89.2,24.5,69.1,germinating
06/05/2026 18:00,87.5,22.7,76.2,germinating
06/05/2026 19:00,87.3,21.7,77.4,germinating
06/05/2026 20:00,87.3,20.8,74.7,germinating
06/05/2026 21:00,86.6,20.4,79.4,germinating
06/05/2026 22:00,85.5,19,78.9,germinating
06/05/2026 23:00,86.3,19.6,81.3,germinating
07/05/2026 00:00,84.9,19,81.4,germinating
07/05/2026 01:00,85.3,19.3,83.6,germinating
07/05/2026 02:00,84.2,19.2,79.7,germinating
07/05/2026 03:00,86,20.5,81.1,germinating
07/05/2026 04:00,85,21,76.9,germinating
07/05/2026 05:00,83.7,21.9,75.1,germinating
07/05/2026 06:00,83.8,23.5,69.6,germinating
07/05/2026 07:00,91,24.1,65.7,germinating
07/05/2026 08:00,88.7,25.1,67,germinating
07/05/2026 09:00,88.8,25.8,67.4,germinating
07/05/2026 10:00,88.6,26.1,62.6,germinating
07/05/2026 11:00,88.5,26.6,65.2,germinating
07/05/2026 12:00,89.2,27.2,62.7,germinating
07/05/2026 13:00,88.4,26.5,63.7,germinating
07/05/2026 14:00,88.9,26.3,66.7,germinating
07/05/2026 15:00,87.9,26.4,65.8,germinating
07/05/2026 16:00,86.7,25,67.2,germinating
07/05/2026 17:00,88.7,23.8,72.2,germinating
07/05/2026 18:00,86.7,23.2,69.7,germinating
07/05/2026 19:00,86.6,21.5,77.4,germinating
07/05/2026 20:00,86.1,21.3,79.5,germinating
07/05/2026 21:00,87.1,20.2,76.2,germinating
07/05/2026 22:00,86.7,19.5,78.2,germinating
07/05/2026 23:00,85.1,19.9,76.2,germinating
08/05/2026 00:00,87.5,18.7,81.8,germinating
08/05/2026 01:00,86.5,18.6,83.2,germinating
08/05/2026 02:00,85.6,20,78.6,germinating
08/05/2026 03:00,85.9,19.2,78.5,germinating
08/05/2026 04:00,86.2,21,74.1,germinating
08/05/2026 05:00,85.1,21.2,74.2,germinating
08/05/2026 06:00,84.8,23.2,74.1,germinating
08/05/2026 07:00,84.7,24.2,67,germinating
08/05/2026 08:00,84.1,25.2,65.1,germinating
08/05/2026 09:00,83.2,25.9,63.5,germinating
08/05/2026 10:00,84.3,26.9,61.9,germinating
08/05/2026 11:00,84.1,26.4,61.7,germinating
08/05/2026 12:00,83.7,26.9,68.5,germinating
08/05/2026 13:00,81.8,27.6,60.3,germinating
08/05/2026 14:00,82.4,27.1,64.8,germinating
08/05/2026 15:00,83.2,25.6,66.4,germinating
08/05/2026 16:00,81.8,25.5,67.8,germinating
08/05/2026 17:00,82.4,23.8,69.6,germinating
08/05/2026 18:00,81.5,23,75.9,germinating
08/05/2026 19:00,82.3,22.2,73.3,germinating
08/05/2026 20:00,80.4,21.1,74.6,germinating
08/05/2026 21:00,81.2,19.5,78.8,germinating
08/05/2026 22:00,80.7,19.2,76.1,germinating
08/05/2026 23:00,82.2,19.3,79.2,germinating
09/05/2026 00:00,79.7,19,83.1,germinating
09/05/2026 01:00,80.2,19.5,75.7,germinating
09/05/2026 02:00,80.3,19.2,74.5,germinating
09/05/2026 03:00,78.6,20.2,77,germinating
09/05/2026 04:00,78.4,21,79,germinating
09/05/2026 05:00,78.2,21.1,73.7,germinating
09/05/2026 06:00,78.8,23.6,67.9,germinating
09/05/2026 07:00,88.8,24.5,67.5,germinating
09/05/2026 08:00,86.8,24.9,66.8,germinating
09/05/2026 09:00,87.8,25.5,70.9,germinating
09/05/2026 10:00,85.2,26.4,68,germinating
09/05/2026 11:00,86.7,26.6,61.9,germinating
09/05/2026 12:00,86.5,27.6,59.8,germinating
09/05/2026 13:00,86.8,27.2,63.4,germinating
09/05/2026 14:00,85.1,26.1,63.3,germinating
09/05/2026 15:00,84.1,25.3,67.8,germinating
09/05/2026 16:00,82.7,25,68.2,germinating
09/05/2026 17:00,84.5,24.7,67,germinating
09/05/2026 18:00,85.9,22.9,71.6,germinating
09/05/2026 19:00,83.8,22.4,75,germinating
09/05/2026 20:00,82.4,20.9,77.5,germinating
09/05/2026 21:00,83.4,21,75.1,germinating
09/05/2026 22:00,84,19.7,79.8,germinating
09/05/2026 23:00,82.4,19.2,79.3,germinating
10/05/2026 00:00,83.3,19,79.3,germinating
10/05/2026 01:00,82.1,19.5,80.4,germinating
10/05/2026 02:00,82.6,19.1,77.1,germinating
10/05/2026 03:00,80.4,19.8,78.9,germinating
10/05/2026 04:00,81.3,21.1,75.9,germinating
10/05/2026 05:00,81.9,22.9,71.8,germinating
10/05/2026 06:00,81.3,22.3,74,germinating
10/05/2026 07:00,88.4,24.1,70.3,germinating
10/05/2026 08:00,88.6,25.2,68,germinating
10/05/2026 09:00,89.7,25.9,67.3,germinating
10/05/2026 10:00,88.4,25.7,63.8,germinating
10/05/2026 11:00,87.9,26.9,62.3,germinating
10/05/2026 12:00,88.5,26.7,63.6,germinating
10/05/2026 13:00,86.7,27.2,68.6,germinating
10/05/2026 14:00,87.3,26.6,64.3,germinating
10/05/2026 15:00,87,25.7,67.3,germinating
10/05/2026 16:00,85.4,24.4,68.8,germinating
10/05/2026 17:00,86.6,24.5,71.5,germinating
10/05/2026 18:00,87.8,22.7,75.8,germinating
10/05/2026 19:00,86.3,22.5,74.5,germinating
10/05/2026 20:00,87.5,21.1,72.9,germinating
10/05/2026 21:00,87.1,20.3,79.2,germinating
10/05/2026 22:00,86.8,20.9,79.1,germinating
10/05/2026 23:00,86,18.9,81.2,germinating
11/05/2026 00:00,86,19.4,77.5,seedling
11/05/2026 01:00,84.8,18.3,82.8,seedling
11/05/2026 02:00,85.1,19.1,85.2,seedling
11/05/2026 03:00,83.1,19.8,78.1,seedling
11/05/2026 04:00,83.8,20.9,77.5,seedling
11/05/2026 05:00,84.7,22,77.5,seedling
11/05/2026 06:00,82.6,23.3,67.8,seedling
11/05/2026 07:00,91,24.8,63.7,seedling
11/05/2026 08:00,88.1,24.6,71.2,seedling
11/05/2026 09:00,90.7,26,68.1,seedling
11/05/2026 10:00,87.7,26.6,66.4,seedling
11/05/2026 11:00,88.5,27.1,64.8,seedling
11/05/2026 12:00,88.1,26.3,67.4,seedling
11/05/2026 13:00,89,27,63.9,seedling
11/05/2026 14:00,87.9,26,66.1,seedling
11/05/2026 15:00,88.2,25.4,67.8,seedling
11/05/2026 16:00,88.1,25.3,64,seedling
11/05/2026 17:00,88.8,23.8,72.3,seedling
11/05/2026 18:00,86.6,23.4,72.5,seedling
11/05/2026 19:00,86.2,21.9,70.6,seedling
11/05/2026 20:00,87,20.8,78.4,seedling
11/05/2026 21:00,88.1,20,80.1,seedling
11/05/2026 22:00,86.9,19.2,80.7,seedling
11/05/2026 23:00,85.5,19.7,78.3,seedling
12/05/2026 00:00,83.9,18.8,77.2,seedling
12/05/2026 01:00,84.9,19.2,81.6,seedling
12/05/2026 02:00,84.9,19.1,80.2,seedling
12/05/2026 03:00,84.8,19.9,79.4,seedling
12/05/2026 04:00,86.3,21,77.6,seedling
12/05/2026 05:00,85.8,21.9,75.2,seedling
12/05/2026 06:00,84.8,23.4,72.6,seedling
12/05/2026 07:00,90.6,23.4,73.6,seedling
12/05/2026 08:00,90.6,24.8,71,seedling
12/05/2026 09:00,88.7,25.7,68.4,seedling
12/05/2026 10:00,90.1,26.1,65.4,seedling
12/05/2026 11:00,90,26.9,64.5,seedling
12/05/2026 12:00,89.2,27.8,63.9,seedling
12/05/2026 13:00,88.4,26.5,66.1,seedling
12/05/2026 14:00,89.6,27.2,61.7,seedling
12/05/2026 15:00,88.4,26,64.2,seedling
12/05/2026 16:00,87.5,25.3,68.5,seedling
12/05/2026 17:00,86.7,23.3,74.4,seedling
12/05/2026 18:00,88.3,23.3,69.2,seedling
12/05/2026 19:00,88.1,22.1,73,seedling
12/05/2026 20:00,87.6,21.1,76.6,seedling
12/05/2026 21:00,85.5,20.6,77.6,seedling
12/05/2026 22:00,86.6,19.6,79.6,seedling
12/05/2026 23:00,87.2,19.7,78.4,seedling
13/05/2026 00:00,85.6,18.8,80.3,seedling
13/05/2026 01:00,85.8,19,79.8,seedling
13/05/2026 02:00,85.8,19.7,81.7,seedling
13/05/2026 03:00,85.6,19.7,79.6,seedling
13/05/2026 04:00,84.5,21,75.8,seedling
13/05/2026 05:00,85.5,21.2,76,seedling
13/05/2026 06:00,83,22.8,71.8,seedling
13/05/2026 07:00,89.9,24.1,69.5,seedling
13/05/2026 08:00,89.4,25.3,70.2,seedling
13/05/2026 09:00,89.1,25.7,65.2,seedling
13/05/2026 10:00,88.9,26.7,66.2,seedling
13/05/2026 11:00,88.8,27.4,60.8,seedling
13/05/2026 12:00,89.7,26.6,63.5,seedling
13/05/2026 13:00,89.5,26.7,60.1,seedling
13/05/2026 14:00,88.2,25.6,64.8,seedling
13/05/2026 15:00,87,26,63.5,seedling
13/05/2026 16:00,87.8,25.7,67.5,seedling
13/05/2026 17:00,87.6,24.5,67.3,seedling
13/05/2026 18:00,86.6,22.6,72.8,seedling
13/05/2026 19:00,87.6,21.4,70.8,seedling
13/05/2026 20:00,87.1,21.8,70.9,seedling
13/05/2026 21:00,88,20.6,78.8,seedling
13/05/2026 22:00,86.6,18.9,79.5,seedling
13/05/2026 23:00,85.4,19.3,78.9,seedling
14/05/2026 00:00,86.2,18.7,81.5,seedling
14/05/2026 01:00,85.3,18.8,83.9,seedling
14/05/2026 02:00,85,19.6,77.4,seedling
14/05/2026 03:00,85.7,20.1,78.1,seedling
14/05/2026 04:00,85.9,21.3,75.1,seedling
14/05/2026 05:00,84.7,21.6,72.9,seedling
14/05/2026 06:00,84.6,23.1,71,seedling
14/05/2026 07:00,90.1,23.9,70.5,seedling
14/05/2026 08:00,90.9,24.6,68.6,seedling
14/05/2026 09:00,88.9,25.2,66.1,seedling
14/05/2026 10:00,89.6,26.5,63.8,seedling
14/05/2026 11:00,89,26.9,65,seedling
14/05/2026 12:00,88.7,27.5,64,seedling
14/05/2026 13:00,89.7,26.9,65.6,seedling
14/05/2026 14:00,88.2,26.9,62,seedling
14/05/2026 15:00,87.1,26,64.7,seedling
14/05/2026 16:00,87.3,25,72.2,seedling
14/05/2026 17:00,87.9,24,66.1,seedling
14/05/2026 18:00,87,23,72.7,seedling
14/05/2026 19:00,87.2,22.6,71,seedling
14/05/2026 20:00,87.3,21,73,seedling
14/05/2026 21:00,85.8,20.2,76.9,seedling
14/05/2026 22:00,87.5,19.9,77.5,seedling
14/05/2026 23:00,86,19.7,78.1,seedling
15/05/2026 00:00,84,19.1,79.8,seedling
15/05/2026 01:00,84.7,18.8,79.7,seedling
15/05/2026 02:00,85.3,19.7,80.2,seedling
15/05/2026 03:00,84.9,20.6,77.2,seedling
15/05/2026 04:00,86,21.2,80.1,seedling
15/05/2026 05:00,84.5,22,73.1,seedling
15/05/2026 06:00,84.9,23.3,70.7,seedling
15/05/2026 07:00,89.5,24.6,66,seedling
15/05/2026 08:00,92.4,25.1,71.4,seedling
15/05/2026 09:00,90.4,25.5,67.7,seedling
15/05/2026 10:00,88.3,26.3,67,seedling
15/05/2026 11:00,89.6,27.1,59.7,seedling
15/05/2026 12:00,86.9,27,64.1,seedling
15/05/2026 13:00,88,27.3,59.6,seedling
15/05/2026 14:00,88.2,26.2,67.6,seedling
15/05/2026 15:00,87.9,26.3,68,seedling
15/05/2026 16:00,87.2,25.3,71,seedling
15/05/2026 17:00,88.3,23.9,70.1,seedling
15/05/2026 18:00,88.5,23.4,71.3,seedling
15/05/2026 19:00,86.4,22.2,73.8,seedling
15/05/2026 20:00,87.3,21.7,77,seedling
15/05/2026 21:00,88.5,20.4,74.9,seedling
15/05/2026 22:00,85.1,20.1,73.6,seedling
15/05/2026 23:00,85.1,18.8,79.9,seedling
16/05/2026 00:00,86,19.1,76.3,seedling
16/05/2026 01:00,85.7,18.9,82.5,seedling
16/05/2026 02:00,85.2,19.7,76.7,seedling
16/05/2026 03:00,86.3,20,78.6,seedling
16/05/2026 04:00,84.9,20.8,72.9,seedling
16/05/2026 05:00,83.5,22.4,74.7,seedling
16/05/2026 06:00,83.4,23.4,71.1,seedling
16/05/2026 07:00,90,23.5,73.1,seedling
16/05/2026 08:00,91.4,24.8,66.3,seedling
16/05/2026 09:00,90.9,25.4,68.3,seedling
16/05/2026 10:00,89.2,26.5,64.6,seedling
16/05/2026 11:00,88.3,26.5,65,seedling
16/05/2026 12:00,87.8,26.8,64.6,seedling
16/05/2026 13:00,89.4,26.6,64.9,seedling
16/05/2026 14:00,89.6,26.5,65.6,seedling
16/05/2026 15:00,88.4,25.5,67,seedling
16/05/2026 16:00,88,24.6,69.9,seedling
16/05/2026 17:00,88.7,24.2,71.4,seedling
16/05/2026 18:00,88.4,22.8,74.8,seedling
16/05/2026 19:00,86.5,22.3,73.6,seedling
16/05/2026 20:00,85.8,20.6,77.6,seedling
16/05/2026 21:00,87.2,19.9,74.3,seedling
16/05/2026 22:00,86.8,18.7,82.1,seedling
16/05/2026 23:00,84.9,19.2,79.6,seedling
17/05/2026 00:00,84.3,19.7,77.9,seedling
17/05/2026 01:00,86.1,19.4,78.9,seedling
17/05/2026 02:00,86.1,19.2,78.3,seedling
17/05/2026 03:00,84.6,20.9,76.9,seedling
17/05/2026 04:00,84.1,20.6,78,seedling
17/05/2026 05:00,86.7,22.1,76,seedling
17/05/2026 06:00,85.4,23,73.1,seedling
17/05/2026 07:00,83.3,23.6,71.8,seedling
17/05/2026 08:00,83.4,25.2,71.1,seedling
17/05/2026 09:00,85.3,24.6,71,seedling
17/05/2026 10:00,83.9,26.7,63.7,seedling
17/05/2026 11:00,83.3,26,66.2,seedling
17/05/2026 12:00,82.7,26.6,67.2,seedling
17/05/2026 13:00,82.3,26.5,65.1,seedling
17/05/2026 14:00,82.5,26.5,64,seedling
17/05/2026 15:00,83,25.7,66.8,seedling
17/05/2026 16:00,82.7,25.1,67.3,seedling
17/05/2026 17:00,80.7,24,73.2,seedling
17/05/2026 18:00,81.7,23,72.6,seedling
17/05/2026 19:00,80.6,22,71.1,seedling
17/05/2026 20:00,80.8,20.8,78.4,seedling
17/05/2026 21:00,81.5,20.6,77.6,seedling
17/05/2026 22:00,77.9,19.7,81,seedling
17/05/2026 23:00,80.4,19.9,79.6,seedling
18/05/2026 00:00,79.3,18.6,76.6,seedling
18/05/2026 01:00,80.2,19.2,80.6,seedling
18/05/2026 02:00,80.9,19.4,79.6,seedling
18/05/2026 03:00,78.1,20.3,76.9,seedling
18/05/2026 04:00,78.9,20.4,78.7,seedling
18/05/2026 05:00,78.8,22.8,72.2,seedling
18/05/2026 06:00,78.6,23.8,72,seedling
18/05/2026 07:00,84.3,23.9,68.9,seedling
18/05/2026 08:00,84.3,24.6,67.7,seedling
18/05/2026 09:00,85.8,25.2,70.1,seedling
18/05/2026 10:00,83.4,26.8,64.8,seedling
18/05/2026 11:00,83.6,27,65.7,seedling
18/05/2026 12:00,83.9,27.4,66.5,seedling
18/05/2026 13:00,83.5,26.1,65.1,seedling
18/05/2026 14:00,83.1,26.5,67.5,seedling
18/05/2026 15:00,82,25.9,67.9,seedling
18/05/2026 16:00,81.8,24.7,69.3,seedling
18/05/2026 17:00,82.4,24.1,67.2,seedling
18/05/2026 18:00,82,23.5,69.9,seedling
18/05/2026 19:00,81,22.6,73,seedling
18/05/2026 20:00,80.1,20.7,78.3,seedling
18/05/2026 21:00,81.2,19.4,79.6,seedling
18/05/2026 22:00,81,19.2,79,seedling
18/05/2026 23:00,81.4,19.5,81.6,seedling
19/05/2026 00:00,80.3,18.8,78.4,seedling
19/05/2026 01:00,78.9,18.9,80.8,seedling
19/05/2026 02:00,80.6,18.8,81.5,seedling
19/05/2026 03:00,80.6,20,82.3,seedling
19/05/2026 04:00,79.1,21.1,76.2,seedling
19/05/2026 05:00,80.9,22,72.3,seedling
19/05/2026 06:00,78.7,22.3,76.7,seedling
19/05/2026 07:00,88,23.8,69.6,seedling
19/05/2026 08:00,88.7,24.9,66.3,seedling
19/05/2026 09:00,88.5,26.2,66.4,seedling
19/05/2026 10:00,86.9,26.3,66,seedling
19/05/2026 11:00,85.8,27,64.7,seedling
19/05/2026 12:00,85.6,27.8,64.8,seedling
19/05/2026 13:00,86.7,26.8,65.7,seedling
19/05/2026 14:00,86.1,26.6,67.8,seedling
19/05/2026 15:00,85,25.6,65.8,seedling
19/05/2026 16:00,84.4,25.1,67.5,seedling
19/05/2026 17:00,86.1,23.8,68.6,seedling
19/05/2026 18:00,83.9,23.3,70.9,seedling
19/05/2026 19:00,84.1,22,74.5,seedling
19/05/2026 20:00,84.1,21.6,73.4,seedling
19/05/2026 21:00,83.6,20,77.9,seedling
19/05/2026 22:00,83.5,19.2,80,seedling
19/05/2026 23:00,84,19.2,81.5,seedling
20/05/2026 00:00,83.5,19.5,78.6,seedling
20/05/2026 01:00,83.4,19.1,78.4,seedling
20/05/2026 02:00,82.1,20.2,77.3,seedling
20/05/2026 03:00,81.6,20.4,78.1,seedling
20/05/2026 04:00,82.6,20.8,79.2,seedling
20/05/2026 05:00,81.2,21.8,75.1,seedling
20/05/2026 06:00,82.1,23,70.1,seedling
20/05/2026 07:00,88.1,24,70.2,seedling
20/05/2026 08:00,86.3,24.9,69.3,seedling
20/05/2026 09:00,87.5,26,69.5,seedling
20/05/2026 10:00,85.9,26.8,68.6,seedling
20/05/2026 11:00,87.4,26.8,65.1,seedling
20/05/2026 12:00,86.9,26.5,68.8,seedling
20/05/2026 13:00,86.8,27.1,63.4,seedling
20/05/2026 14:00,86.8,26.2,66.2,seedling
20/05/2026 15:00,85.8,26.1,68.7,seedling
20/05/2026 16:00,84.9,24.9,67.1,seedling
20/05/2026 17:00,85.5,24.4,65.9,seedling
20/05/2026 18:00,85.1,22.5,70,seedling
20/05/2026 19:00,85.3,21.8,74.3,seedling
20/05/2026 20:00,86.3,20.7,78.9,seedling
20/05/2026 21:00,86.2,20.5,79.4,seedling
20/05/2026 22:00,84.4,19.2,78.1,seedling
20/05/2026 23:00,85.8,18.8,81.9,seedling
21/05/2026 00:00,84.3,23.7,72.1,vegetative
21/05/2026 01:00,83.3,24.1,72.7,vegetative
21/05/2026 02:00,82.4,24.7,68.8,vegetative
21/05/2026 03:00,84.4,24.9,71,vegetative
21/05/2026 04:00,83.4,26.8,60.6,vegetative
21/05/2026 05:00,81.6,26,67.1,vegetative
21/05/2026 06:00,81.3,28,61.1,vegetative
21/05/2026 07:00,90,28.4,60.2,vegetative
21/05/2026 08:00,90,29.5,56.1,vegetative
21/05/2026 09:00,89.6,30.3,54.8,vegetative
21/05/2026 10:00,88.6,30.6,53.7,vegetative
21/05/2026 11:00,89.3,32.3,54.1,vegetative
21/05/2026 12:00,88,32.3,50,vegetative
21/05/2026 13:00,87.9,31.7,52.9,vegetative
21/05/2026 14:00,89.1,31.3,57.2,vegetative
21/05/2026 15:00,88.3,31.3,57.1,vegetative
21/05/2026 16:00,89.1,29.9,57,vegetative
21/05/2026 17:00,87.8,29,59.9,vegetative
21/05/2026 18:00,87.3,27.8,63.7,vegetative
21/05/2026 19:00,86.8,26.8,65.8,vegetative
21/05/2026 20:00,86.9,26.4,66.7,vegetative
21/05/2026 21:00,86.6,24.9,68,vegetative
21/05/2026 22:00,85.5,24,72.2,vegetative
21/05/2026 23:00,85.5,24.3,68.8,vegetative
22/05/2026 00:00,85.2,18.6,76.7,vegetative
22/05/2026 01:00,85.5,19.1,78.3,vegetative
22/05/2026 02:00,85.1,20.1,79.8,vegetative
22/05/2026 03:00,84.8,20,79.3,vegetative
22/05/2026 04:00,85,21.3,72.9,vegetative
22/05/2026 05:00,86,22.2,73.4,vegetative
22/05/2026 06:00,83,23,74.9,vegetative
22/05/2026 07:00,91.1,24.5,67.6,vegetative
22/05/2026 08:00,89.5,25.1,68,vegetative
22/05/2026 09:00,89.2,25.2,67.6,vegetative
22/05/2026 10:00,90.6,26.5,65.7,vegetative
22/05/2026 11:00,89.2,26.5,64.2,vegetative
22/05/2026 12:00,90.5,26.7,65.9,vegetative
22/05/2026 13:00,88.3,26.7,67.8,vegetative
22/05/2026 14:00,88.5,26.3,64.9,vegetative
22/05/2026 15:00,86.1,26.2,68,vegetative
22/05/2026 16:00,87.3,25,70.4,vegetative
22/05/2026 17:00,88.4,24.3,71.4,vegetative
22/05/2026 18:00,87.5,22.8,70.9,vegetative
22/05/2026 19:00,87.8,21.5,75.5,vegetative
22/05/2026 20:00,87,20.9,77.8,vegetative
22/05/2026 21:00,87.1,20.8,76,vegetative
22/05/2026 22:00,86,19.9,78.7,vegetative
22/05/2026 23:00,84.5,19.8,78.8,vegetative
23/05/2026 00:00,86.1,19.2,80.2,vegetative
23/05/2026 01:00,85,19.1,83.4,vegetative
23/05/2026 02:00,86,20,77.4,vegetative
